open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,timestamp,symbol
1727737200000,0.118,0.118,0.118,0.118,0.0,1727740799999,0,0,0,0,0,2024-09-30 23:00:00,DOGEUSDT
1727740800000,0.118,0.118,0.118,0.118,0.0,1727744399999,0,0,0,0,0,2024-10-01 00:00:00,DOGEUSDT
1727744400000,0.11122,0.11122,0.11,0.11,25262.0,1727747999999,2791.020000,5,0,0,0,2024-10-01 01:00:00,DOGEUSDT
1727748000000,0.11,0.11,0.11,0.11,44.0,1727751599999,4.840000,1,0,0,0,2024-10-01 02:00:00,DOGEUSDT
1727751600000,0.11,0.11,0.11,0.11,490145.0,1727755199999,53915.950000,1,0,0,0,2024-10-01 03:00:00,DOGEUSDT
1727755200000,0.11,0.11762,0.11,0.11762,9962.0,1727758799999,1098.890860,2,0,0,0,2024-10-01 04:00:00,DOGEUSDT
1727758800000,0.11762,0.11762,0.11762,0.11762,2412.0,1727762399999,283.699440,1,0,0,0,2024-10-01 05:00:00,DOGEUSDT
1727762400000,0.11762,0.11762,0.11762,0.11762,5000.0,1727765999999,588.100000,1,0,0,0,2024-10-01 06:00:00,DOGEUSDT
1727766000000,0.11762,0.11762,0.11762,0.11762,8671.0,1727769599999,1019.883020,2,0,0,0,2024-10-01 07:00:00,DOGEUSDT
1727769600000,0.11762,0.11762,0.11762,0.11762,0.0,1727773199999,0,0,0,0,0,2024-10-01 08:00:00,DOGEUSDT
1727773200000,0.11839,0.11839,0.11839,0.11839,1000.0,1727776799999,118.390000,1,0,0,0,2024-10-01 09:00:00,DOGEUSDT
1727776800000,0.11839,0.11839,0.11839,0.11839,844.0,1727780399999,99.921160,1,0,0,0,2024-10-01 10:00:00,DOGEUSDT
1727780400000,0.11839,0.11839,0.11839,0.11839,844.0,1727783999999,99.921160,1,0,0,0,2024-10-01 11:00:00,DOGEUSDT
1727784000000,0.11839,0.11839,0.11762,0.11839,135370.0,1727787599999,16023.376710,12,52198,6179.721220,0,2024-10-01 12:00:00,DOGEUSDT
1727787600000,0.11762,0.11762,0.11,0.11,37887.0,1727791199999,4298.367300,7,0,0,0,2024-10-01 13:00:00,DOGEUSDT
1727791200000,0.11762,0.11762,0.11,0.11,160108.0,1727794799999,17644.265000,4,0,0,0,2024-10-01 14:00:00,DOGEUSDT
1727794800000,0.11,0.11,0.11,0.11,1496997.0,1727798399999,164669.670000,6,0,0,0,2024-10-01 15:00:00,DOGEUSDT
1727798400000,0.11,0.11,0.11,0.11,0.0,1727801999999,0,0,0,0,0,2024-10-01 16:00:00,DOGEUSDT
1727802000000,0.11,0.11,0.09501,0.09501,3706699.0,1727805599999,399428.805940,24,0,0,0,2024-10-01 17:00:00,DOGEUSDT
1727805600000,0.10541,0.10541,0.10541,0.10541,7142.0,1727809199999,752.838220,1,0,0,0,2024-10-01 18:00:00,DOGEUSDT
1727809200000,0.10541,0.10541,0.10541,0.10541,0.0,1727812799999,0,0,0,0,0,2024-10-01 19:00:00,DOGEUSDT
1727812800000,0.10541,0.10541,0.10541,0.10541,100.0,1727816399999,10.541000,1,0,0,0,2024-10-01 20:00:00,DOGEUSDT
1727816400000,0.10541,0.10541,0.10541,0.10541,0.0,1727819999999,0,0,0,0,0,2024-10-01 21:00:00,DOGEUSDT
1727820000000,0.10541,0.10541,0.10541,0.10541,0.0,1727823599999,0,0,0,0,0,2024-10-01 22:00:00,DOGEUSDT
1727823600000,0.10541,0.10541,0.10541,0.10541,0.0,1727827199999,0,0,0,0,0,2024-10-01 23:00:00,DOGEUSDT
1727827200000,0.10541,0.10541,0.10541,0.10541,0.0,1727830799999,0,0,0,0,0,2024-10-02 00:00:00,DOGEUSDT
1727830800000,0.10541,0.10541,0.10541,0.10541,0.0,1727834399999,0,0,0,0,0,2024-10-02 01:00:00,DOGEUSDT
1727834400000,0.1,0.1,0.1,0.1,1163246.0,1727837999999,116324.600000,2,0,0,0,2024-10-02 02:00:00,DOGEUSDT
1727838000000,0.1,0.1,0.1,0.1,0.0,1727841599999,0,0,0,0,0,2024-10-02 03:00:00,DOGEUSDT
1727841600000,0.1,0.1,0.1,0.1,0.0,1727845199999,0,0,0,0,0,2024-10-02 04:00:00,DOGEUSDT
1727845200000,0.1,0.1,0.1,0.1,176.0,1727848799999,17.600000,1,0,0,0,2024-10-02 05:00:00,DOGEUSDT
1727848800000,0.1,0.1,0.1,0.1,0.0,1727852399999,0,0,0,0,0,2024-10-02 06:00:00,DOGEUSDT
1727852400000,0.1036,0.1036,0.1036,0.1036,9000.0,1727855999999,932.400000,3,0,0,0,2024-10-02 07:00:00,DOGEUSDT
1727856000000,0.1085,0.1085,0.1085,0.1085,100.0,1727859599999,10.850000,1,0,0,0,2024-10-02 08:00:00,DOGEUSDT
1727859600000,0.1085,0.1085,0.1085,0.1085,0.0,1727863199999,0,0,0,0,0,2024-10-02 09:00:00,DOGEUSDT
1727863200000,0.1085,0.1085,0.1,0.1,446687.0,1727866799999,45729.436400,3,0,0,0,2024-10-02 10:00:00,DOGEUSDT
1727866800000,0.1,0.1,0.1,0.1,0.0,1727870399999,0,0,0,0,0,2024-10-02 11:00:00,DOGEUSDT
1727870400000,0.1,0.1,0.1,0.1,0.0,1727873999999,0,0,0,0,0,2024-10-02 12:00:00,DOGEUSDT
1727874000000,0.1,0.1,0.1,0.1,83202.0,1727877599999,8320.200000,2,0,0,0,2024-10-02 13:00:00,DOGEUSDT
1727877600000,0.106,0.106,0.1,0.106,241323.0,1727881199999,25240.320000,9,184670,19575.020000,0,2024-10-02 14:00:00,DOGEUSDT
1727881200000,0.106,0.106,0.1,0.1,54248.0,1727884799999,5590.358000,5,27593,2924.858000,0,2024-10-02 15:00:00,DOGEUSDT
1727884800000,0.10747,0.10747,0.1,0.1,14615.0,1727888399999,1485.015560,3,0,0,0,2024-10-02 16:00:00,DOGEUSDT
1727888400000,0.1062,0.1062,0.1,0.1,248830.0,1727891999999,24885.114200,5,0,0,0,2024-10-02 17:00:00,DOGEUSDT
1727892000000,0.1,0.1,0.1,0.1,410436.0,1727895599999,41043.600000,2,0,0,0,2024-10-02 18:00:00,DOGEUSDT
1727895600000,0.101,0.101,0.1,0.1,100269.0,1727899199999,10041.900000,6,0,0,0,2024-10-02 19:00:00,DOGEUSDT
1727899200000,0.1,0.1,0.1,0.1,17857.0,1727902799999,1785.700000,1,0,0,0,2024-10-02 20:00:00,DOGEUSDT
1727902800000,0.1,0.1,0.1,0.1,0.0,1727906399999,0,0,0,0,0,2024-10-02 21:00:00,DOGEUSDT
1727906400000,0.1,0.1,0.1,0.1,0.0,1727909999999,0,0,0,0,0,2024-10-02 22:00:00,DOGEUSDT
1727910000000,0.1,0.1,0.1,0.1,0.0,1727913599999,0,0,0,0,0,2024-10-02 23:00:00,DOGEUSDT
1727913600000,0.1,0.1,0.1,0.1,95.0,1727917199999,9.500000,1,0,0,0,2024-10-03 00:00:00,DOGEUSDT
1727917200000,0.1,0.1,0.1,0.1,0.0,1727920799999,0,0,0,0,0,2024-10-03 01:00:00,DOGEUSDT
1727920800000,0.1,0.1,0.1,0.1,0.0,1727924399999,0,0,0,0,0,2024-10-03 02:00:00,DOGEUSDT
1727924400000,0.1,0.1,0.1,0.1,83194.0,1727927999999,8319.400000,1,0,0,0,2024-10-03 03:00:00,DOGEUSDT
1727928000000,0.1,0.1,0.1,0.1,0.0,1727931599999,0,0,0,0,0,2024-10-03 04:00:00,DOGEUSDT
1727931600000,0.1,0.1,0.1,0.1,1509.0,1727935199999,150.900000,1,0,0,0,2024-10-03 05:00:00,DOGEUSDT
1727935200000,0.1,0.1,0.1,0.1,0.0,1727938799999,0,0,0,0,0,2024-10-03 06:00:00,DOGEUSDT
1727938800000,0.1,0.10575,0.1,0.10575,3292.0,1727942399999,345.300000,2,0,0,0,2024-10-03 07:00:00,DOGEUSDT
1727942400000,0.10575,0.10575,0.10575,0.10575,1434835.0,1727945999999,151733.801250,4,0,0,0,2024-10-03 08:00:00,DOGEUSDT
1727946000000,0.10575,0.10575,0.10575,0.10575,60733.0,1727949599999,6422.514750,3,0,0,0,2024-10-03 09:00:00,DOGEUSDT
1727949600000,0.10575,0.10575,0.10575,0.10575,696951.0,1727953199999,73702.568250,2,0,0,0,2024-10-03 10:00:00,DOGEUSDT
1727953200000,0.10575,0.10575,0.10575,0.10575,6794.0,1727956799999,718.465500,4,0,0,0,2024-10-03 11:00:00,DOGEUSDT
1727956800000,0.10575,0.10575,0.10575,0.10575,0.0,1727960399999,0,0,0,0,0,2024-10-03 12:00:00,DOGEUSDT
1727960400000,0.106,0.106,0.1,0.1,2225525.0,1727963999999,227877.718000,11,0,0,0,2024-10-03 13:00:00,DOGEUSDT
1727964000000,0.1,0.1,0.1,0.1,14888.0,1727967599999,1488.800000,1,0,0,0,2024-10-03 14:00:00,DOGEUSDT
1727967600000,0.1,0.1,0.09505,0.09505,1007802.0,1727971199999,97919.011050,14,0,0,0,2024-10-03 15:00:00,DOGEUSDT
1727971200000,0.09505,0.09505,0.09505,0.09505,0.0,1727974799999,0,0,0,0,0,2024-10-03 16:00:00,DOGEUSDT
1727974800000,0.09505,0.09505,0.09505,0.09505,504.0,1727978399999,47.905200,1,0,0,0,2024-10-03 17:00:00,DOGEUSDT
1727978400000,0.09505,0.09505,0.09505,0.09505,15000.0,1727981999999,1425.750000,1,0,0,0,2024-10-03 18:00:00,DOGEUSDT
1727982000000,0.09505,0.09505,0.09505,0.09505,1000.0,1727985599999,95.050000,1,0,0,0,2024-10-03 19:00:00,DOGEUSDT
1727985600000,0.09505,0.09505,0.09505,0.09505,0.0,1727989199999,0,0,0,0,0,2024-10-03 20:00:00,DOGEUSDT
1727989200000,0.09505,0.09505,0.09505,0.09505,0.0,1727992799999,0,0,0,0,0,2024-10-03 21:00:00,DOGEUSDT
1727992800000,0.09505,0.09505,0.09505,0.09505,25145.0,1727996399999,2390.032250,3,0,0,0,2024-10-03 22:00:00,DOGEUSDT
1727996400000,0.09505,0.09505,0.09505,0.09505,0.0,1727999999999,0,0,0,0,0,2024-10-03 23:00:00,DOGEUSDT
