open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,ignore,timestamp,symbol
1727737200000,0.0109899,0.0118,0.0109899,0.0118,3628883.0,1727740799999,41459.4759124,7,3628883,41459.4759124,0,2024-09-30 23:00:00,1000PEPEUSDT
1727740800000,0.0118,0.0118,0.0118,0.0118,4237288.0,1727744399999,49999.9984000,1,4237288,49999.9984000,0,2024-10-01 00:00:00,1000PEPEUSDT
1727744400000,0.0118,0.0118,0.0118,0.0118,2385268.0,1727747999999,28146.1624000,1,2385268,28146.1624000,0,2024-10-01 01:00:00,1000PEPEUSDT
1727748000000,0.0118,0.0118,0.0118,0.0118,630637.0,1727751599999,7441.5166000,3,630637,7441.5166000,0,2024-10-01 02:00:00,1000PEPEUSDT
1727751600000,0.01,0.01,0.01,0.01,8474.0,1727755199999,84.7400000,1,8474,84.7400000,0,2024-10-01 03:00:00,1000PEPEUSDT
1727755200000,0.01,0.0118,0.01,0.0118,30303.0,1727758799999,351.0864000,2,30303,351.0864000,0,2024-10-01 04:00:00,1000PEPEUSDT
1727758800000,0.0118,0.0118,0.0118,0.0118,4125931.0,1727762399999,48685.9858000,4,4125931,48685.9858000,0,2024-10-01 05:00:00,1000PEPEUSDT
1727762400000,0.0118,0.0118,0.0118,0.0118,1766789.0,1727765999999,20848.1102000,2,1766789,20848.1102000,0,2024-10-01 06:00:00,1000PEPEUSDT
1727766000000,0.0112,0.0118,0.0112,0.0118,169491.0,1727769599999,1972.0422000,2,169491,1972.0422000,0,2024-10-01 07:00:00,1000PEPEUSDT
1727769600000,0.0118,0.0118,0.0112373,0.0112373,2906384.0,1727773199999,34222.8835750,8,2777634,32776.0812000,0,2024-10-01 08:00:00,1000PEPEUSDT
1727773200000,0.0118,0.0118,0.0118,0.0118,1769454.0,1727776799999,20879.5572000,2,1769454,20879.5572000,0,2024-10-01 09:00:00,1000PEPEUSDT
1727776800000,0.0118,0.0118,0.0118,0.0118,168802.0,1727780399999,1991.8636000,1,168802,1991.8636000,0,2024-10-01 10:00:00,1000PEPEUSDT
1727780400000,0.0118,0.0118,0.0118,0.0118,3644066.0,1727783999999,42999.9788000,4,3644066,42999.9788000,0,2024-10-01 11:00:00,1000PEPEUSDT
1727784000000,0.0115,0.0118,0.0115,0.0118,5339259.0,1727787599999,63003.1254000,4,5338823,62998.1114000,0,2024-10-01 12:00:00,1000PEPEUSDT
1727787600000,0.00927,0.0118,0.00927,0.00927,943493.0,1727791199999,10586.6362000,5,727453,8583.9454000,0,2024-10-01 13:00:00,1000PEPEUSDT
1727791200000,0.0118,0.0118,0.00927,0.0118,1818286.0,1727794799999,19262.8441700,7,951515,11227.8770000,0,2024-10-01 14:00:00,1000PEPEUSDT
1727794800000,0.0118,0.0118,0.0118,0.0118,84744.0,1727798399999,999.9792000,2,84744,999.9792000,0,2024-10-01 15:00:00,1000PEPEUSDT
1727798400000,0.0118,0.0118,0.0118,0.0118,0.0,1727801999999,0,0,0,0,0,2024-10-01 16:00:00,1000PEPEUSDT
1727802000000,0.00875,0.0118,0.00875,0.00875,12515000.0,1727805599999,125051.6129260,8,5096824,60142.0232000,0,2024-10-01 17:00:00,1000PEPEUSDT
1727805600000,0.0117999,0.0118,0.00875,0.00875,5980615.0,1727809199999,69455.0539915,4,5614817,66254.3214915,0,2024-10-01 18:00:00,1000PEPEUSDT
1727809200000,0.00875,0.00875,0.00875,0.00875,0.0,1727812799999,0,0,0,0,0,2024-10-01 19:00:00,1000PEPEUSDT
1727812800000,0.00875,0.00875,0.00875,0.00875,515914.0,1727816399999,4514.2475000,13,515914,4514.2475000,0,2024-10-01 20:00:00,1000PEPEUSDT
